Precinct,Frisk_Crime_ratio,Crime_Pop_ratio,Frisk_Pop_ratio,Black_Frisk_Pop,Black_Pop_share,Black_Frisk_share,Hisp_Frisk_Pop,Hisp_Pop_share,Hisp_Frisk_share,White_Frisk_Pop,White_Pop_share,White_Frisk_share,TotCrime_01_12,Vcrime_01_12,Frisk_03_12,Success,Arrest,Weap_Nonweap,PhysForce,Duration,Seasonality,K_race,K_nonrace,Precinct_Crime_Share_2001,Precinct_Crime_Share_2012,Precinct_Stop_Share,Count_Day_1,Count_Day_2,Count_Day_3,Count_Day_4,Count_Day_5,Count_Day_6,Count_Day_7,Count_Day_8,Count_Day_9,Count_Day_10,Count_Day_11,Count_Day_12,Count_Day_13,Count_Day_14,Count_Day_15,Count_Day_16,Count_Day_17,Count_Day_18,Count_Day_19,Count_Day_20,Count_Day_21,Count_Day_22,Count_Day_23,Count_Day_24,Count_Day_25,Count_Day_26,Count_Day_27,Count_Day_28,Count_Day_29,Count_Day_30,Count_Day_31,Counts_2003,Counts_2004,Counts_2005,Counts_2006,Counts_2007,Counts_2008,Counts_2009,Counts_2010,Counts_2011,Counts_2012,PP_Desc,blank,highlight
75,63.9211014,16.49479117,10.61483702,11.65020687,62.98553175,73.3794475,5.836155128,35.32234913,20.6146709,0.905616748,18.52334228,1.6775049,-15.56002683,-14.86830926,395.0305499,1.637455772,2.509668395,46.73913043,12.11634987,4.718964737,41.01027056,3,3,2.760020733,3.416306373,4.580066366,100,88.27956989,79.56989247,67.41935484,80.75268817,85.91397849,89.13978495,98.92473118,93.65591398,84.83870968,90.64516129,84.40860215,92.47311828,94.08602151,97.84946237,99.13978495,93.11827957,80.96774194,77.41935484,84.30107527,83.87096774,88.8172043,77.52688172,74.94623656,74.40860215,84.08602151,87.84946237,70.96774194,73.22580645,63.11827957,54.30107527,15.5818603,80.97172416,94.95731649,100,72.99038431,87.39487798,100,85.10044112,98.26727175,77.13496874," 1000 Sutter Avenue, Brooklyn, NY, 11208-3553 (718) 827-3511 The 75th Precinct is located in the East New York section of Brooklyn. Included in this area are Cypress Hills, Starrett City and City Line. It is a residential and commercial community with eight major housing complexes. Shopping areas run along the east end of Fulton Street, Liberty Avenue and the south end of Pennsylvania Avenue.      ",0,0
76,70.17460317,16.48041066,11.70893938,20.85069414,23.31285073,48.608912,9.520177131,32.2651899,30.7170323,3.150273087,46.8861381,14.7704139,-13.93442623,-8.633093525,306.9090909,3.887399464,6.344950849,36.44067797,14.34316354,5.44772118,66.46540227,2,1,0.451673413,0.569836647,0.843428662,84.53608247,73.71134021,72.16494845,72.68041237,63.91752577,74.74226804,57.73195876,76.28865979,90.72164948,100,81.44329897,78.35051546,79.3814433,53.60824742,91.2371134,98.96907216,93.81443299,86.08247423,66.49484536,75.25773196,48.96907216,58.7628866,76.80412371,73.71134021,59.79381443,70.6185567,96.90721649,80.92783505,59.79381443,46.39175258,35.05154639,19.84843017,35.69108625,75.56838686,97.7625406,72.8256947,100,97.7625406,99.18801877,84.03103573,80.76506676,"191 Union Street, Brooklyn, NY, 11231-3003 (718) 834-3211 The 76th Precinct is located in Brooklyn South and covers a vast waterfront area. A large volume of trucking and shipping services frequent the pier area during daytime hours. Other types of industries located in the command and related to pier operations are manufacturing, warehouses, and shipping. There are many small retail business establishments and most are located along Atlantic Avenue, Court Street and Smith Street. The Red Hook R",0,0
77,63.12419974,15.25338566,9.670568387,11.21500333,78.10639582,87.5963489,6.353597629,11.73250422,7.4543611,2.925240461,11.02525465,3.2251521,-33.70118846,-34.10714286,81.07515085,2.766838332,3.736241543,50.45045045,11.83479754,4.751338249,49.23434231,3,2,1.453746668,1.412833083,1.866057649,60.95238095,79.76190476,87.14285714,54.28571429,70.23809524,72.85714286,79.28571429,84.76190476,97.14285714,100,76.19047619,79.28571429,90.47619048,94.52380952,82.85714286,91.9047619,80,71.66666667,91.9047619,67.38095238,82.38095238,72.14285714,92.38095238,89.76190476,66.66666667,70.71428571,66.66666667,63.80952381,48.33333333,48.0952381,34.04761905,31.79836037,54.1543113,100,60.23606024,52.85190999,48.26443398,60.23606024,64.06767835,66.10849468,57.57892901," 127 Utica Avenue, Brooklyn, NY, 11213-2338 (718) 735-0611 The 77th Precinct is located in the northern portion of the Crown Heights section of Brooklyn. Included in this area are Prospect Heights and the Weeksville area. It is a residential and commercial community consisting of multiple dwelling homes with two major housing developments. There are eight major commercial districts in the Precinct - Nostrand Avenue, Utica Avenue, St. Johns Place, Kingston Avenue, Franklin Avenue, Wahington Avenu",0,0
78,29.60690316,41.20513699,12.93438337,30.89126643,14.71817975,45.4663212,14.62207503,22.76705278,33.2901554,2.325107349,62.25686142,14.4753886,-21.46084337,-25,329.095675,1.405009163,3.023824068,52.10526316,6.230910202,6.045815516,59.19366101,2,1,0.819429361,0.943396226,0.61693151,58.45070423,85.91549296,73.23943662,74.64788732,79.57746479,100,72.53521127,62.67605634,85.21126761,85.21126761,76.05633803,66.90140845,62.67605634,53.52112676,59.85915493,86.61971831,90.14084507,59.85915493,73.23943662,69.01408451,70.42253521,54.22535211,68.30985915,61.97183099,50.70422535,75.35211268,90.14084507,73.23943662,64.08450704,60.56338028,30.28169014,21.47481002,42.21784408,64.87475373,68.3929074,59.07683648,62.08837602,68.3929074,85.22375457,100,92.147481," 65 6th Avenue, Brooklyn, NY, 11217-2110 (718) 636-6411 The 78 Precinct is located in the Park Slope section of Brooklyn South. The area is a combination of residential and commercial districts. In 1993 the 78 Precinct was realigned to include Prospect Park. The eastern section of the precinct is mostly residential with a middle class population residing mainly in two and three story buildings. The western section of the precinct - the Gowanus Canal - along 5th and 4th Avenues is an industrial a",0,0
79,78.27244259,11.609141,9.197032946,11.49234823,68.11110624,78.2756551,6.391647266,22.65909866,14.4828966,2.49510175,15.17943787,3.7874242,-19.1902151,-18.31831832,542.361405,2.358521642,3.208379999,54.54545455,10.29053297,4.839043352,30.36422769,3,2,1.463002271,1.733027008,2.860233168,74.78991597,87.22689076,74.78991597,85.37815126,78.65546218,84.87394958,88.40336134,74.28571429,90.75630252,100,89.24369748,76.63865546,93.27731092,88.40336134,85.71428571,90.58823529,82.68907563,91.42857143,87.56302521,79.83193277,79.15966387,76.47058824,83.52941176,76.63865546,77.81512605,78.82352941,74.45378151,79.49579832,80.84033613,71.42857143,37.31092437,11.42815689,36.95410359,60.10543116,100,90.71915655,89.82927891,100,73.46326837,69.52169077,73.41006916," æ 263 Tompkins Avenue, Brooklyn, NY, 11216-1220 (718) 636-6611 The 79th Precinct is located in northern Brooklyn in the Bedford Stuyvesant section. It is primarily a residential area with some light factories, warehouses and five City Housing developments.      ",0,0
81,61.07711918,21.4185632,13.15282705,10.62808949,79.46078473,84.4516331,5.501904275,16.61458841,9.1411875,2.364860391,8.119154972,1.9200668,-6.607142857,-24.46808511,316.5585819,1.837052413,3.871302543,32.72727273,12.50648677,4.898982558,48.74506168,3,2,1.036627505,1.419164601,1.815557452,81.9843342,72.32375979,77.54569191,65.79634465,82.76762402,89.03394256,67.62402089,62.40208877,78.32898172,85.37859008,87.98955614,85.63968668,99.47780679,78.59007833,73.89033943,79.37336815,85.11749347,90.60052219,92.95039164,97.65013055,92.68929504,87.98955614,74.15143603,83.55091384,100,80.15665796,96.08355091,79.89556136,64.49086162,58.74673629,49.8694517,17.08397961,60.61747544,33.38503582,67.0507423,58.45335697,71.3420489,67.0507423,82.13309698,100,71.16478322," 30 Ralph Avenue, Brooklyn, NY, 11221-3607 (718) 574-0411 The 81st Precinct is located in the north central area of the borough of Brooklyn. This neighborhood is known as Bedford Stuyvesant."" A small section along the southern border is referred to Stuyvesant Heights. The area is both residential and commercial consisting of mostly three story brownstone homes. There are four commercial strips in the command, Broadway between Saratoga Ave. and Marcus Garvey Blvd., Malcolm X Blvd. between Fulton ",0,0
83,58.16296296,13.70623029,7.98345611,13.48061368,27.38472111,36.9162846,7.865521732,63.77366869,50.1613177,2.115828408,26.64502224,5.6376295,-11.68774531,-29.5379538,536.8790497,2.153454854,4.857990674,66.50246305,12.64094955,5.011785654,54.36816639,3,2,1.414873137,1.831617793,2.222573965,65.78411405,79.22606925,75.76374745,77.39307536,81.87372709,67.61710794,70.46843177,100,84.9287169,79.02240326,87.57637475,86.55804481,100,96.53767821,79.42973523,82.07739308,92.05702648,86.76171079,90.63136456,68.43177189,84.52138493,74.74541752,75.15274949,77.59674134,66.80244399,65.98778004,81.46639511,74.74541752,54.9898167,54.9898167,35.64154786,12.35078359,31.56385462,34.19806602,62.77425809,45.6618873,61.83394465,62.77425809,63.62120707,100,78.65955318," 480 Knickerbocker Avenue, Brooklyn, NY, 11237-5132 (718) 574-1605 The 83rd Precinct is located in the Bushwick section of Brooklyn. It is primarily a residential and commercial community consisting of one and two family private houses, multi family railroad"" flats and one moderate sized housing development. The major commercial areas are Flushing Avenue, Broadway and Knickerbocker Avenue. There are six senior citizen centers within the command and a large number (130) of Houses of Worship. Over",0,0
84,36.10202117,22.42514204,8.216796511,29.14058982,22.45066226,65.422554,9.369529812,19.7467037,18.5017329,2.161124759,54.89504041,11.8635031,-38.30166271,-31.73076923,261.5384615,4.623062779,5.384817442,45.6,23.2203835,5.39868594,69.51633567,2,1,1.039095666,0.939778216,0.717366603,63.44086022,100,77.95698925,64.51612903,82.79569892,70.96774194,63.44086022,82.25806452,72.58064516,60.75268817,70.43010753,56.98924731,50.53763441,42.47311828,63.97849462,72.58064516,63.44086022,83.33333333,80.64516129,55.37634409,55.37634409,63.44086022,62.3655914,62.3655914,68.8172043,77.41935484,55.37634409,49.46236559,48.92473118,51.61290323,43.01075269,20.3438949,30.40958269,38.02163833,76.75811437,57.97913447,67.1561051,76.75811437,83.40417311,100,73.55100464," 301 Gold Street, Brooklyn, NY, 11201-3003 (718) 875-6811  The 84th Precinct is situated in the northwestern section of Brooklyn. It is a diverse Precinct with many ethnic and economic strata living and working in close proximity. It is comprised of four distinct residential districts and a varied business community. The Residential areas are : Brooklyn Heights, Boerum Hill, Vinegar Hill and the Farragut Residences.  The Downtown Brooklyn Business district encompasses the Fulton St. Mall, Atlant",0,0
88,49.03614458,17.7004654,9.019316319,16.26454152,46.31220327,75.3246753,7.721019202,16.95671615,13.0923131,2.121837434,33.00185438,7.002457,-24.39817827,-7.203389831,147.9480737,3.918257051,7.262286776,55.11363636,9.677419355,4.88295896,71.92226135,3,1,0.948390759,1.051032037,1.115715171,80.46875,100,83.203125,65.625,71.484375,63.671875,60.9375,63.671875,80.46875,93.359375,74.21875,69.921875,70.3125,69.921875,68.359375,92.1875,86.71875,56.25,71.875,74.609375,62.5,65.234375,86.71875,70.3125,52.34375,83.203125,60.15625,62.5,58.59375,92.1875,34.765625,30.54489639,62.61192121,50.38372985,90.08697877,100,79.2146329,90.08697877,94.80685597,98.13251471,75.73548222," 298 Classon Avenue, Brooklyn, NY, 11205-4301 (718) 636-6511 The 88th Precinct is located in the Clinton Hill/Fort Greene section of Brooklyn. The area is primarily residential with the bulk of the industrial activity located inside the Brooklyn Navy Yard. The major commercial areas are along Myrtle Avenue, Fulton Street, Flatbush Avenue and include the Atlantic Center Shopping Complex.      ",0,0
90,56.75423234,9.437630894,5.416307608,25.57138013,14.50091759,37.0808476,10.28153297,48.92100493,50.2982925,1.606815985,58.31719368,9.3704999,-14.94538232,-18.73015873,539.6226415,2.247991049,4.811311159,37.40458015,6.784660767,5.319727199,52.60566211,2,2,1.242718926,1.549412978,1.852490432,78.97196262,94.62616822,81.07476636,83.17757009,83.64485981,77.10280374,69.1588785,58.17757009,88.78504673,68.92523364,85.04672897,100,74.76635514,74.06542056,73.8317757,77.80373832,74.53271028,67.75700935,82.00934579,64.48598131,57.94392523,58.17757009,68.45794393,90.42056075,66.58878505,81.30841121,60.51401869,60.51401869,60.51401869,51.40186916,57.71028037,8.761329305,41.44673089,38.03796386,59.15749872,30.83851109,63.95143362,59.15749872,59.06059397,100,56.03944593," 211 Union Avenue, Brooklyn, NY, 11211-7417 (718) 963-5311 The 90th Precinct is located in northern Brooklyn in the Williamsburg section of Brooklyn. It is primarily a residential and commercial area consisting of factories, warehouses, one and two family private homes as well as numerous apartment buildings. The five primary commercial strips are Graham Avenue, Grand Street, Lee Avenue, Havemeyer Street and Broadway.      ",0,0
94,21.25,53.76347021,11.79746736,42.31509823,5.794159419,24.5180425,14.21631641,21.45369984,30.4992585,5.018957207,78.98870476,39.6440929,-1.652892562,-14.52991453,348.2832618,3.255146003,6.988989947,38.23529412,8.664432743,5.590321035,86.48504443,1,1,0.597294896,0.861086489,0.393637729,96.59090909,77.27272727,72.72727273,69.31818182,88.63636364,71.59090909,84.09090909,80.68181818,61.36363636,79.54545455,81.81818182,69.31818182,100,70.45454545,76.13636364,75,85.22727273,72.72727273,77.27272727,80.68181818,61.36363636,73.86363636,64.77272727,86.36363636,61.36363636,69.31818182,90.90909091,63.63636364,68.18181818,56.81818182,31.81818182,12.93725708,41.03275958,100,42.89283731,62.82620766,65.68573015,42.89283731,52.85952249,55.91338145,57.99555802," 100 Meserole Avenue, Brooklyn, NY, 11222-2636 (718) 383-3879 The 94th Precinct is a mix of residential, commercial and industrial establishments with a number of oil and natural gas facilities. The commercial areas are on four major strips - Manhattan Ave., Graham Ave., Bedford Ave. and Nassau Ave. One of the Houses of Worship located in this command, St. Stanislaus Kostka"" located at 607 Humboldt St., enjoys the distinction of having been visited by Pope John Paul II in the mid 1970's, when he",0,0
100,63.87254902,12.15090063,8.185974392,13.1882503,49.07583185,64.7224354,8.110832249,19.68128721,15.9631619,4.096216007,39.78239373,16.2957278,36.91275168,32.69230769,187.1169916,2.764976959,5.67547902,50,23.89037109,5.462154294,73.2943619,1,1,0.275816961,0.5535556,0.776911611,57.2972973,68.10810811,64.86486486,82.16216216,100,86.48648649,74.05405405,65.40540541,71.89189189,88.64864865,82.7027027,83.24324324,64.86486486,54.05405405,74.59459459,74.05405405,67.56756757,50.27027027,78.91891892,56.75675676,67.56756757,57.83783784,51.35135135,58.37837838,77.2972973,77.83783784,74.59459459,67.56756757,45.94594595,54.59459459,34.05405405,28.09076682,39.45618153,34.70266041,59.0571205,65.80594679,55.71205008,59.0571205,67.68388106,100,80.65336463," 92-24 Rockaway Beach Blvd., Queens, NY, 11693-1527 (718) 318-4200 The 100th Precinct is located in the southern area of the borough of Queens on the Rockaway Peninsula. The neighborhoods within the precinct are Arverne, Belle Harbor, Breezy Point, Broad Channel, Neponsit, Rockaway Park and Roxbury. Primarily it is a residential area consisting of apartment buildings, one and two family homes. A large area of the precinct, Gateway National Recreational Park, is comprised of 15,480 acres of dry l",0,0
101,101.3823857,10.0981973,10.97292409,13.64287318,63.18294613,86.1996921,3.351077689,29.79520658,9.9846052,0.438501867,27.08303635,1.1875962,-20.8994709,-17.90123457,344.6624088,1.795424233,4.13460552,59.5959596,22.29403919,4.502565681,53.07268341,3,1,0.699723566,0.811338845,1.836662012,47.43875278,70.37861915,51.44766147,59.24276169,69.48775056,78.39643653,82.62806236,53.67483296,77.06013363,75.27839644,77.06013363,65.92427617,58.12917595,59.68819599,67.70601336,62.36080178,61.24721604,70.155902,100,56.79287305,67.26057906,53.00668151,64.58797327,72.3830735,73.94209354,77.95100223,62.36080178,71.9376392,64.81069042,45.65701559,27.39420935,18.9832857,45.84740625,66.44149996,78.64380359,72.53832164,67.26422447,78.64380359,86.37741405,100,84.41153546," 16-12 Mott Avenue, Far Rockaway, NY, 11691-4202 (718) 868-3400 The 101st Precinct is located at the eastern end of the Rockaway Peninsula in Queens. The Precinct encompasses an area of 2.5 square miles with 2.5 miles of Atlantic Ocean Beach Front, and 5 square miles of park area. The community is a residential area made up of one and two family homes and two major ocean front apartment complexes. There are four Housing Developments, six nursing homes housing senior citizens, and five health rel",0,0
102,39.97507788,13.53795662,5.767759962,21.64363582,9.289559834,20.105985,10.33563878,42.82690227,44.2643392,2.330563316,34.2408629,7.9800499,-38.12644564,-10.54216867,121.0084034,5.58642878,12.00643463,26.9541779,30.75460661,6.509123014,41.05843043,3,2,1.600602231,1.451726695,1.288508756,68.61313869,85.76642336,85.40145985,62.77372263,66.05839416,86.49635036,78.46715328,67.51824818,80.2919708,100,78.46715328,78.83211679,73.35766423,83.57664234,87.22627737,75.18248175,68.97810219,96.71532847,84.30656934,72.26277372,72.99270073,67.51824818,63.50364964,81.75182482,72.26277372,79.9270073,74.08759124,52.18978102,73.72262774,69.34306569,54.01459854,32.66124776,34.93085612,52.51768183,70.55842922,46.72226327,83.02544073,70.55842922,88.62028924,100,72.18410219," 87-34 118th Street, Richmond Hill, NY, 11418-2527 (718) 805-3200 The 102nd Precinct consists of residential and commercial districts. It contains mostly one family homes, with high-rise apartment buildings in the Northeast section. The neighborhoods within the precinct are: Kew Gardens, Richmond Hill East, Richmond Hill, Woodhaven, and the Northern part of Ozone Park. There are 5 large commercial strips within the precinct; Jamaica Ave. between Elders Lane and the Van Wick Expressway, 101st Ave",0,0
103,68.92876563,10.34746924,7.294431281,16.76177301,40.69237571,68.2076365,6.167715321,33.89528766,20.9056485,3.133666669,8.358013396,2.6191228,-25.87666264,-4.966139955,124.8352411,4.365936439,8.045356371,41.11111111,22.42363468,5.216921414,50.63238737,3,2,1.530876691,1.663380307,2.442852809,88.61003861,76.06177606,69.11196911,81.08108108,81.46718147,64.86486486,68.72586873,100,92.08494208,84.16988417,65.63706564,67.95366795,95.36679537,95.55984556,79.53667954,89.96138996,90.92664093,73.35907336,97.1042471,86.48648649,69.11196911,74.71042471,75.86872587,78.37837838,79.92277992,81.66023166,98.45559846,68.14671815,65.25096525,48.26254826,59.26640927,32.40600236,100,80.46422751,62.56392964,58.84336537,65.53138875,62.56392964,92.0418142,96.13893104,72.86011353," 168-02 P.O. Edward Byrne Ave., Queens, NY, 11432-5229 (718) 657-8181 The 103rd Precinct is a multi-cultural command. The neighborhoods are comprised of the downtown Jamaica Business District, Hollis Park Gardens, Hollis, Lakewood, and Jamaica.      ",0,0
104,28.3353222,15.92425794,4.644258521,34.76454473,3.131495748,10.8865024,11.50710575,51.16451865,58.8755527,3.736695083,71.39812135,26.6793009,-41.68406402,-3.90070922,171.254162,3.089198036,9.001636661,368.5185185,15.07774141,6.777823241,53.31800852,2,2,1.773373482,1.515946381,0.921063293,68.8372093,76.74418605,68.8372093,70.23255814,68.37209302,83.25581395,64.65116279,72.09302326,100,72.09302326,80.93023256,73.02325581,73.48837209,58.60465116,77.20930233,87.44186047,72.09302326,66.04651163,72.55813953,88.37209302,51.1627907,71.1627907,89.30232558,84.65116279,60.93023256,59.53488372,64.18604651,61.86046512,54.41860465,73.48837209,43.25581395,22.59844495,49.4983697,58.95410083,100,80.38625533,91.22146978,100,94.80812641,86.16754452,61.29922247," 64-2 Catalpa Ave., Queens, NY, 11385-5257 (718) 386-3004 The 104th Precinct is located in the northwest section of Queens, covering the areas of Ridgewood, Glendale, Middle Village and Maspeth. There are 60 Houses of Worship and 18 cemeteries, of all faiths located within this command.      ",0,0
105,39.53603159,13.28096609,5.371383817,10.34909906,73.2964102,75.855181,9.88305054,9.4235664,9.3133583,4.458133803,10.38934811,4.6317104,-27.01729107,-13.08900524,353.4587714,5.711496217,10.62972907,568.9189189,15.93849158,5.855381987,49.90266476,3,2,1.712903544,1.832522296,1.544024677,80.18292683,76.52439024,65.85365854,75.30487805,83.53658537,89.02439024,61.58536585,85.06097561,86.8902439,73.17073171,85.67073171,77.74390244,78.65853659,73.17073171,78.96341463,85.97560976,71.34146341,81.40243902,99.08536585,93.29268293,69.51219512,81.70731707,62.5,88.41463415,72.25609756,100,99.69512195,75,85.97560976,68.59756098,35.97560976,18.4745936,35.73254268,74.97188427,81.24936101,72.57949085,60.07565689,81.24936101,99.59104386,100,83.77466517," 92-08 222nd Street, Queens Village, NY, 11428-1474 (718) 776-9090 The 105th Precinct is predominately a residential community, comprised primarily of those encompassing middle income strata. Most structures within the precinct are one and two family homes, with some small concentration of Garden Apartments scattered throughout the communities of Queens Village, Cambria Heights, Laurelton, Rosedale, Springfield Gardens, Bellerose, Glen Oaks, New Hyde Park and Floral Park. Within each of the abov",0,0
106,30.88861076,23.74523915,7.456421154,17.8093901,20.40789639,36.3452188,10.06982675,22.25143257,22.4068071,3.08650981,27.3055241,8.4278768,-26.83150183,-20.45454545,340.5618964,2.491032284,6.058190514,163.1578947,15.9027501,6.123156636,129.7585333,3,2,1.347615757,1.445395177,0.945559657,52.35849057,54.71698113,89.1509434,76.88679245,100,79.24528302,78.77358491,89.62264151,87.73584906,85.8490566,84.90566038,79.71698113,62.26415094,50.47169811,63.67924528,60.37735849,63.20754717,78.30188679,86.32075472,61.32075472,71.69811321,74.05660377,72.16981132,95.28301887,85.8490566,83.01886792,97.16981132,92.45283019,75,60.8490566,35.8490566,13.18897638,65.03010653,75.86845762,90.34275127,47.24409449,74.57156091,90.34275127,97.69569245,100,58.10560445," 103-53 101st Street, Ozone Park, NY, 11417-1707 (718) 845-2211 The 106th Precinct is located in South Central Queens. The real estate consists primarily of one and two family homes, small apartment houses and light commercial establishments. There are high rise residential apartment buildings in the Lindenwood area.æ The 106th Precinct has the first casino in New York,  Resorts World New York Casino  at Aqueduct Racetrack.      ",0,0
107,31.17601246,13.39423563,4.629565244,27.8017289,16.78492779,46.6650012,11.31737169,20.77105016,23.5073695,3.802904469,33.63325927,12.7904072,-49.70622797,-17.44186047,96.37168142,3.041910771,7.21045516,193.9393939,32.64984227,6.036736534,76.73537242,2,1,1.575303584,1.161381356,0.836268186,47.91666667,100,57.29166667,64.0625,73.4375,53.64583333,59.89583333,80.20833333,96.35416667,68.22916667,75,53.64583333,77.08333333,57.29166667,65.10416667,69.79166667,66.66666667,69.27083333,88.02083333,67.70833333,39.58333333,47.39583333,71.35416667,59.375,69.79166667,73.4375,81.77083333,66.14583333,70.3125,69.79166667,45.3125,33.67605424,55.02905677,34.57010878,92.96677097,74.16182387,88.40709283,92.96677097,100,83.16197288,66.13023394," 71-01 Parsons Blvd., Flushing, NY, 11365-4113 (718) 969-5100 The 107th Precinct serves a community in Northern Queens that is primarily residential consisting of one and two family private homes, condominiums or garden apartments. High-rise housing is located in Fresh Meadows, Cunningham Heights, Hilltop Village, Electchester, Pomonok and some high rise complexes along Hillside Avenue. There are several commercial districts located on Hillside Avenue, Union Turnpike, Main Street and a Shopping ",0,0
108,33.50746269,16.14338982,5.480185565,60.3213146,2.145566801,12.942341,14.75635943,36.87713339,54.4172235,3.34962598,49.12883647,16.4563227,-47.99482536,-2.380952381,116.0422164,3.93258427,5.153883732,29.74683544,6.839276991,6.359970674,82.57217531,2,1,1.430916181,1.090830152,0.771447038,63.58695652,73.36956522,68.47826087,52.17391304,77.17391304,77.17391304,65.2173913,80.43478261,94.56521739,70.65217391,58.15217391,100,70.65217391,70.10869565,98.36956522,75,90.76086957,69.56521739,82.60869565,63.04347826,60.32608696,52.17391304,66.84782609,72.82608696,67.39130435,83.15217391,75.54347826,70.10869565,64.67391304,47.82608696,34.23913043,26.6713582,49.45812808,42.91344124,97.33990148,100,87.72695285,97.33990148,94.8486981,82.44897959,57.62139338," 5-47 50th Ave., Long Island City, NY, 11101-5711 (718) 784-5411 The 108th Precinct is located at 5-47 50th Avenue in Queens, New York. There are three identifiable neighborhoods within the command as follows: LONG ISLAND CITY - the western most section of the precinct from the East River to approximately 36 Street. This is a predominately industrial area, with the exception of the Queens Western Development Project, which began construction in 1995. This project will develop the Queens waterfro",0,0
109,47.57251908,8.687994582,4.27635031,26.74396856,7.611920293,20.3572957,22.30985914,19.63533764,43.8061617,4.608344306,28.45947249,13.1151048,-50.32861476,-21.46892655,149.2783505,1.726633581,7.712985939,67.79661017,29.23904053,6.636081514,73.30068479,1,2,2.441010959,1.777347637,1.822529495,62.56157635,80.54187192,82.51231527,51.72413793,62.56157635,67.73399015,56.15763547,84.97536946,79.80295567,69.95073892,84.2364532,63.30049261,81.28078818,61.33004926,67.73399015,86.20689655,70.19704433,84.2364532,100,80.04926108,63.54679803,73.39901478,66.00985222,66.25615764,71.92118227,92.61083744,97.29064039,81.28078818,87.43842365,95.07389163,30.54187192,30.18046049,33.36963286,47.72090853,79.07591786,57.576229,64.10236465,79.07591786,79.33260734,100,75.23335408," 37-05 Union Street, Flushing, NY, 11354-4117 (718) 321-2250 Within the confines of the 109th Precinct resides an ethnically, culturally and economically diverse population that includes the neighborhoods of Downtown Flushing, East Flushing, Queensboro Hill, College Point, Malba, Whitestone, Beechhurst and Bay Terrace. There are 42 parks, 5 major highways and 2 bridges within the confines of this command. There is a 55 block, multi-ethnic commercial district that serves as an international finan",0,0
110,50.06772009,8.688313301,4.449573544,16.72868679,3.449741675,5.7709648,15.14361767,57.2218909,86.6546438,0.61915623,45.51119348,2.8178539,-30.91617934,-11.68478261,317.6254027,3.184573003,6.556473829,46.15384615,30.25895317,6.578280044,47.14018232,1,2,1.582708066,1.602778632,1.710034653,81.94070081,92.18328841,62.8032345,71.15902965,72.77628032,73.85444744,84.90566038,68.46361186,84.6361186,84.6361186,81.94070081,88.4097035,87.60107817,100,99.46091644,92.18328841,65.76819407,81.40161725,70.08086253,87.06199461,78.1671159,60.10781671,73.58490566,77.35849057,81.13207547,72.50673854,75.20215633,63.61185984,64.1509434,60.64690027,53.63881402,15.1777607,25.90626528,35.67088077,81.15526996,55.689041,68.82726828,81.15526996,100,75.27414961,63.38618426," 94-41 43rd Ave., Elmhurst, NY, 11373-2853 (718) 476-9311 The 110th Precinct is located in the northern part of Queens. It encompasses the communities of Corona and Elmhurst. The precinct is mainly a residential/commercial community consisting of multiple dwelling homes, and one major apartment complex, Lefrak City. There are three major commercial districts in the command: Roosevelt Avenue, Broadway, and Queens Blvd.      ",0,0
111,37.39726027,18.16598741,7.774461965,69.64694077,2.151966739,14.98779,24.41604855,11.53937876,28.1746032,6.527804166,55.22540227,36.0500611,-42.67015707,14.75409836,107.0127002,2.267271272,4.774606562,34.52380952,4.294478528,7.385969592,76.1704132,1,1,0.942837398,0.79234429,0.706437456,75.625,77.5,78.125,70,72.5,67.5,75,83.75,66.875,76.25,72.5,85,66.25,56.875,59.375,77.5,51.25,63.125,41.25,65,41.25,53.75,47.5,65.625,45,66.25,69.375,78.75,100,73.125,25.625,36.68219567,32.4691108,40.55094187,100,76.88879887,85.0516508,100,95.11849301,94.61211262,75.93680373," 45-06 215th Street, Bayside, NY, 11361-3340 (718) 279-5200 The 111th Precinct serves a primarily residential population who reside in mainly one and two family homes, condominiums or garden apartments situated among six definable neighborhoods, Bayside, Douglaston, Little Neck, Auburndale, Hollis Hills, and Fresh Meadows. Besides the resident population, the precinct provides service to the many commuters who pass through the command. Namely, those who work here, shoppers and patrons of the man",0,0
